#	Density
1	0.272
2	0.2
3	0.168
4	0.176
5	0.216
6	0.192
7	0.264
8	0.248
9	0.208
10	0.216
11	0.232
12	0.288
13	0.288
14	0.28
15	0.24
16	0.256
17	0.248
18	0.256
19	0.28
20	0.232
21	0.256
22	0.248
23	0.304
24	0.264
25	0.248
26	0.24
27	0.232
28	0.264
29	0.312
30	0.264
31	0.264
32	0.224
33	0.232
34	0.224
35	0.256
36	0.272
37	0.28
38	0.304
39	0.304
40	0.296
41	0.272
42	0.24
43	0.264
44	0.288
45	0.296
46	0.28
47	0.344
48	0.344
49	0.344
50	0.392
51	0.344
52	0.32
53	0.288
54	0.32
55	0.304
56	0.296
57	0.272
58	0.288
59	0.288
60	0.288
61	0.256
62	0.24
63	0.264
64	0.24
65	0.256
66	0.224
67	0.256
68	0.304
69	0.272
70	0.264
71	0.304
72	0.32
73	0.272
74	0.288
75	0.312
76	0.288
77	0.304
78	0.312
79	0.288
80	0.224
81	0.272
82	0.24
83	0.28
84	0.296
85	0.264
86	0.256
87	0.248
88	0.312
89	0.256
90	0.224
91	0.2
92	0.216
93	0.288
94	0.272
95	0.256
96	0.24
97	0.28
98	0.272
99	0.232
100	0.224
101	0.216
102	0.288
103	0.24
104	0.24
105	0.264
106	0.216
107	0.224
108	0.264
109	0.288
110	0.248
111	0.288
112	0.288
113	0.312
114	0.336
115	0.288
116	0.256
117	0.24
118	0.224
119	0.176
120	0.184
121	0.232
122	0.248
123	0.336
124	0.304
125	0.32
126	0.344
127	0.304
128	0.296
129	0.248
130	0.248
131	0.28
132	0.256
133	0.208
134	0.216
135	0.208
136	0.192
137	0.224
138	0.232
139	0.248
140	0.216
141	0.24
142	0.216
143	0.256
144	0.28
145	0.272
146	0.264
147	0.304
148	0.328
149	0.304
150	0.296
151	0.288
152	0.248
153	0.272
154	0.304
155	0.28
156	0.272
157	0.272
158	0.296
159	0.296
160	0.344
161	0.328
162	0.312
163	0.296
164	0.32
165	0.368
166	0.36
167	0.328
168	0.344
169	0.336
170	0.32
171	0.24
172	0.232
173	0.224
174	0.272
175	0.288
176	0.224
177	0.28
178	0.272
179	0.272
180	0.296
181	0.272
182	0.232
183	0.24
184	0.2
185	0.224
186	0.248
187	0.24
188	0.272
189	0.264
190	0.216
191	0.248
192	0.28
193	0.264
194	0.224
195	0.2
196	0.192
197	0.224
198	0.248
199	0.256
200	0.256
201	0.256
202	0.272
203	0.24
204	0.248
205	0.28
206	0.208
207	0.232
208	0.264
209	0.296
210	0.312
211	0.296
212	0.296
213	0.28
214	0.304
215	0.264
216	0.28
217	0.296
218	0.32
219	0.312
220	0.296
221	0.28
222	0.304
223	0.288
224	0.288
225	0.288
226	0.264
227	0.256
228	0.256
229	0.288
230	0.312
231	0.312
232	0.296
233	0.296
234	0.272
235	0.272
236	0.256
237	0.248
238	0.264
239	0.336
240	0.312
241	0.328
242	0.304
243	0.288
244	0.296
245	0.272
246	0.296
247	0.288
248	0.272
249	0.288
250	0.272
251	0.296
252	0.296
253	0.256
254	0.32
255	0.368
256	0.352
257	0.304
258	0.312
259	0.296
260	0.336
261	0.304
262	0.28
263	0.344
264	0.328
265	0.336
266	0.28
267	0.264
268	0.312
269	0.32
270	0.32
271	0.336
272	0.336
273	0.304
274	0.32
275	0.368
276	0.344
277	0.344
278	0.32
279	0.36
280	0.336
281	0.336
282	0.32
283	0.32
284	0.368
285	0.384
286	0.376
287	0.336
288	0.344
289	0.32
290	0.304
291	0.32
292	0.312
293	0.336
294	0.312
295	0.304
296	0.32
297	0.28
298	0.288
299	0.304
300	0.296
301	0.264
302	0.304
303	0.264
304	0.296
